date	timestamp	Volume Flow	Suction Status	IADS Status	Sensor Calibration Status	Sensor LED Status	Sensor Data Status	Sensor Noise Status	Aerosol pump output [%]	Temperature of IADS [C°]	Temperature of LED [C°]	Volume flow [l/min]	Air Quality Index AQI [%]	Infection Risk Index [%]	Air temperature [C°]	Relative humidity [%]	Wind speed [km/h]	Wind direction [°]	Precipitation intensity [l/m²/h]	Precipitation type	Temperature dew point [°C]	Air pressure [hPa]	Wind signal quality	CO2 [ppm]	VOC [mg/m3]	SO2 [µg/m³]	NO2 [µg/m³]	O3 [µg/m³]	CO [mg/m³]	NH3 [ppm]	Cn [P/cm3]	PM1 [µg/m3]	PM2.5 [µg/m3]	PM4 [µg/m3]	PM10 [µg/m3]	PMtotal [µg/m3]	PM2.5_CE [µg/m³]	PM10_CE [µg/m³]	0.18445	0.19825	0.21305	0.2289	0.24595	0.2643	0.28405	0.30525	0.328	0.3525	0.3788	0.40705	0.43745	0.4701	0.50515	0.5428	0.5833	0.62685	0.6736	0.72385	0.77785	0.8359	0.8983	0.9653	1.0373	1.1147	1.19785	1.2872	1.38325	1.48645	1.59735	1.71655	1.84465	1.98225	2.1301	2.28905	2.45985	2.64335	2.84055	3.0525	3.28025	3.52495	3.78795	4.0706	4.3743	4.70065	5.05135	5.4282	5.8332	6.2684	6.73605	7.2386	7.77865	8.359	8.98265	9.65285	10.37305	11.14695	11.9786	12.8723	13.83265	14.8647	15.97375	17.1655	checksum
2024-07-01 00:00:29	 1719781229	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	17.065932	-63.073729	49.862727	1.016506	NaN	NaN	23.734290	65.856875	NaN	NaN	NaN	NaN	NaN	990.400000	NaN	434.000000	2.348778	0.733371	108.465427	4.491218	1.009002	NaN	302.759277	11.459392	13.868614	19.406364	20.323753	21.595229	NaN	NaN	15.319616	38.062538	38.609283	36.261883	34.699162	38.652031	47.228725	35.240906	9.417795	3.050460	1.289972	0.328417	0.773871	0.144267	0.797535	0.659531	0.316694	0.158347	0.290095	0.026599	0.158347	0.158347	0.158347	0.158347	0.047021	0.111326	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.158347	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.158347	0.158347	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	31
2024-07-01 00:01:30	 1719781290	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	16.941470	-63.073729	49.887672	0.997130	NaN	NaN	23.734290	65.787020	NaN	NaN	NaN	NaN	NaN	990.400000	NaN	435.000000	2.387675	0.499876	108.293589	4.512605	1.009296	NaN	302.337016	11.385068	12.109084	13.178926	13.206244	13.278664	NaN	NaN	14.088503	36.840313	42.394683	37.566563	33.901688	34.354518	47.367218	39.899821	7.494688	3.685635	0.842120	0.166163	0.457177	0.302614	0.392705	0.114279	0.052782	0.441331	0.429369	0.026599	0.000000	0.354901	0.384051	0.000000	0.158347	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.105565	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	3C
2024-07-01 00:02:30	 1719781350	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	16.932377	-63.073729	49.937579	0.996591	NaN	NaN	23.745015	65.725086	NaN	NaN	NaN	NaN	NaN	990.400000	NaN	435.000000	2.369637	0.752120	111.395378	4.448173	1.008850	NaN	314.054708	11.620828	12.787870	14.219695	14.235657	14.325758	NaN	NaN	13.972549	41.496831	41.199691	37.364496	35.111539	36.904456	44.259772	46.394576	9.536580	2.706657	1.273704	0.637295	0.369476	0.516718	0.424649	0.266860	0.322460	0.263912	0.000000	0.005511	0.132934	0.144570	0.033679	0.000000	0.205368	0.111326	0.000000	0.000000	0.000000	0.000000	0.000000	0.158347	0.000000	0.138371	0.019976	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	38
2024-07-01 00:03:30	 1719781410	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	16.832377	-63.073729	49.787923	0.992502	NaN	NaN	23.745015	65.725086	NaN	NaN	NaN	NaN	NaN	990.400000	NaN	436.000000	2.396565	0.612012	107.259241	4.384016	1.009144	NaN	300.542440	11.353881	15.760580	26.345559	32.540222	36.728705	NaN	NaN	12.250188	34.462481	37.319499	36.688437	39.389057	34.479673	47.358880	41.205416	8.047834	3.006867	1.199956	0.635011	0.639580	0.527823	0.677456	0.190569	0.398750	0.207729	0.346277	0.184946	0.000000	0.052782	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.022964	0.135383	0.181677	0.135017	0.000000	0.158347	0.000000	0.000000	0.158347	0.000000	0.158347	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	31
2024-07-01 00:04:30	 1719781470	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	17.032377	-63.073729	49.862727	1.004416	NaN	NaN	23.745015	65.725086	NaN	NaN	NaN	NaN	NaN	990.400000	NaN	435.000000	2.351685	0.696078	103.691169	4.255702	1.010028	NaN	302.706512	11.650681	13.512166	16.288543	21.129239	23.652310	NaN	NaN	15.855814	37.599291	33.239288	38.843488	36.881498	38.983864	45.185823	39.383188	7.392259	2.881200	1.125487	0.506101	1.006722	0.545687	0.475041	0.152581	0.423098	0.216056	0.316694	0.316694	0.475041	0.000000	0.000000	0.000000	0.000000	0.013660	0.260628	0.200753	0.000000	0.000000	0.158347	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.117024	0.041323	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	3F
2024-07-01 00:05:30	 1719781530	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	16.870356	-63.073729	49.937579	1.007326	NaN	NaN	23.745015	65.690159	NaN	NaN	NaN	NaN	NaN	990.400000	NaN	436.000000	2.410028	0.658715	110.874947	4.319859	1.010617	NaN	296.108724	11.381559	14.948155	21.659420	30.019751	34.587918	NaN	NaN	13.516113	35.429840	35.341053	33.724136	35.161558	36.612273	47.729228	39.951501	8.872812	3.757989	0.668308	0.475041	0.316694	0.854251	1.157451	0.152372	0.316694	0.158347	0.000000	0.316694	0.000000	0.000000	0.158347	0.066224	0.092123	0.000000	0.000000	0.000000	0.158347	0.000000	0.158347	0.048140	0.110207	0.000000	0.000000	0.000000	0.000000	0.000000	0.158347	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.158347	0.158347	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	35
2024-07-01 00:06:30	 1719781590	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	16.870356	-63.073729	49.962540	0.997010	NaN	NaN	23.745015	65.655232	NaN	NaN	NaN	NaN	NaN	990.400000	NaN	436.000000	2.405540	0.499923	105.724197	4.255702	1.011500	NaN	297.639404	10.919151	12.615224	16.123293	16.457457	17.038973	NaN	NaN	13.234854	36.764978	38.292767	35.590794	34.344386	35.992059	51.254893	35.983540	7.629563	3.408296	1.154989	0.630291	0.718230	0.878070	0.518089	0.076290	0.187621	0.000000	0.000000	0.000000	0.105565	0.000000	0.052782	0.000000	0.000000	0.158347	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.158347	0.000000	0.000000	0.000000	0.095929	0.062418	0.000000	0.000000	0.091496	0.014069	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	3F
2024-07-01 00:07:30	 1719781650	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	16.920356	-63.073729	49.987507	1.004532	NaN	NaN	23.766465	65.618687	NaN	NaN	NaN	NaN	NaN	990.400000	NaN	436.000000	2.400879	0.528046	105.712276	4.191034	1.012373	NaN	304.765025	11.479598	13.839345	17.565602	17.813161	18.346755	NaN	NaN	16.522062	35.910960	35.849139	37.955494	36.950003	36.373319	49.524473	40.906759	7.254780	2.487461	0.332949	0.683074	0.794831	0.158347	0.586580	0.416283	0.158347	0.000000	0.000000	0.166614	0.341307	0.125466	0.158347	0.066224	0.092123	0.000000	0.000000	0.105565	0.158347	0.000000	0.110376	0.047971	0.000000	0.052782	0.158347	0.000000	0.000000	0.000000	0.000000	0.158347	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	30
2024-07-01 00:08:30	 1719781710	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	16.906676	-64.658608	49.837787	0.998469	NaN	NaN	23.770040	65.597878	NaN	NaN	NaN	NaN	NaN	990.400000	NaN	436.000000	2.439772	0.518704	108.963147	4.191034	1.010313	NaN	308.195882	11.461436	12.991765	16.301620	16.560101	17.074992	NaN	NaN	14.366406	37.458558	37.132983	39.876822	39.367397	32.660381	43.246919	46.292280	9.642669	2.267187	1.131709	0.950081	0.597660	0.974705	0.380581	0.263912	0.000000	0.316694	0.052782	0.111076	0.100053	0.057311	0.101036	0.000000	0.000000	0.000000	0.115941	0.042406	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.158347	0.000000	0.000000	0.000000	0.158347	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	39
2024-07-01 00:09:30	 1719781770	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	16.899144	-63.073729	49.937579	0.996205	NaN	NaN	23.787915	65.582144	NaN	NaN	NaN	NaN	NaN	990.400000	NaN	436.000000	2.423142	0.668309	105.190750	4.190523	1.010009	NaN	311.468353	11.517641	14.002540	17.198136	17.306140	17.640281	NaN	NaN	15.717432	36.939770	47.460754	37.126774	37.085857	35.321239	43.517353	40.031971	8.758278	3.320517	0.791735	0.158347	1.072701	0.763576	0.741342	0.114279	0.158347	0.316694	0.000000	0.000000	0.158347	0.057311	0.101036	0.066224	0.092123	0.000000	0.000000	0.000000	0.316694	0.034439	0.123908	0.000000	0.158347	0.158347	0.000000	0.000000	0.000000	0.158347	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	3E
